usluga,tip,cena,grad,sira_lokacija,uza_lokacija,adresa,povrsina,plac,broj_soba,uknjizenost,grejanje,broj_etaza,stanje,godina_izgradnje,spratnost,lift,infrastruktura,parking,garaza,unutrasnje_prostorije,namestenost,opremljenost,useljivo,orijentacija_nekretnine,tip_objekta,tip_stana,tip_kuce,sifra_oglasa,opis,link,latitude,longitude,udaljenost_od_centra
prodaja,stan,145.000 €,Beograd,Čukarica opština,Čukarica,Radnička,89m²,,3.5 sobe,uknjiženo,centralno grejanje,,,,2/6 spratova (nije poslednji sprat),ima lift (1),lođa,,,kupatilo,prazno,"telefon, interfon",,,,,,1492,"Odličan, izuzetno funkcionalan stan. Trostrano orijentisan, u izvornom stanju ali izuzetno očuvan. Odlična pozicija zgrade. U blizini prevoza, snabdevanja - Maxi (24h), MEGA MAXI, LIDL, blizini vrtića, Ade...PROSTORIJE: predsoblje, kuhinja, ostava, dnevni boravak, trpezarija, tri spavaće sobe, degažman, kupatilo, toalet, tri lođe.Agencijska nadoknada iznosi 2%Za slične nekretnine posetite naš sajthttps://www.europolisnekretnine.com/",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/radnicka/60b845e02ddb3826e476f620,44.7873787,20.4168268,4.645699633952249
prodaja,stan,171.600 €,Beograd,Voždovac opština,Šumice,Mihaila Đurića,76m²,,3 sobe,uknjiženo,centralno grejanje,,,,visoko prizemlje/5 spratova (nije poslednji sprat),,terasa,1 parking mesto,,kupatilo,prazno,telefon,,,,,,106026,"Novogradnja, useljivo, adaptibilan u 3.5. Mogućnost povraćaja PDV-a. Garažno mesto u podzemnoj garaži. PROSTORIJE: predsoblje, dnevna soba sa kuhinjom, 2 spavaće sobe, kupatilo, 2 terase. agencijska provizija 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mihaila-djurica/6155c2d46c6a3424c66848fe,44.7875929,20.491972,4.359920312431569
prodaja,stan,129.000 €,Beograd,Novi Beograd,Blok 21,Bulevar Zorana Đinđića,51m²,,2 sobe,uknjiženo,centralno grejanje,,renovirano,,1/11 spratova (nije poslednji sprat),ima lift (1),"podrum, lođa",,,kupatilo,prazno,"interfon, klima",useljivo,"sever, ka dvorištu",stambeni,,,,"Некретнина се налази у старијој згради ,одлична локација,близина школе,вртића,маркета,доста линија градског превоза.Двособан адаптиран у двоипособан ,северно оријентисан,одмах усељив.Стан се састоји од предсобља,кухиње,две спаваће собе,пространог дневног боравка,купатила и лође.Нова спољна столарија,улазна врата,радијатори,паркет у дневној соби.Поседује припадајућу подрумску оставу.Agencijska provizija (od cene)2,40 %",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-zorana-djindjica/617d47a15bf74a47f57a0fe7,44.8195143,20.4115285,3.5982491755012362
prodaja,stan,143.000 €,Beograd,Voždovac opština,Voždovačka crkva,Vojvode Stepe,62m²,,2.5 sobe,uknjiženo,centralno grejanje,,novo,2010. godine,5/6 spratova (nije poslednji sprat),ima lift (1),terasa,1 parking mesto,"1 garažno mesto, u sklopu zgrade","kupatilo, kuhinja",prazno,,,,,,,,"Novogradnja u srcu Vozdovca kod crkve. Kvalitetna gradnja sa liftom orjentisana suprotno od ulice sa prelepom panoramskim pogledom. Konforan dvosoban stan lako adaptibilan u trosoban. Peti sprat od sest sa liftom. Uknjizen na vlasnika, moguca kupovina na kredit. Stan je uknjizen na 62m2 po merenju sa terasom ima 66m2. Uz stan moguca kupovina uknjizenog parking mesta od 12m2 u garazi za 10000e Svetao prijatan stan ne zahteva nikakva ulaganja, prodaje se sa ugradnom kuhinjom. Za svaku preporuku agent Aleksandra 063360736Kupac plaća proviziju 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-stepe/619e1b4d8e65791a5056f2a9,44.7550404,20.4904924,7.471627532636061
prodaja,stan,79.800 €,Beograd,Voždovac opština,Vojvode Vlahovića,Vojvode Vlahovića,55m²,,2.5 sobe,u procesu uknjižavanja,etažno grejanje,,,2021. godine,visoko prizemlje,ima lift (1),,,,"kupatilo, toalet",,,,,,,,Alta-P-0042,"U ponudi je nov neuseljavan stan u Vojvode Vlahovića, koji se prodaje bez agencijske provizije za kupca. Zgrada je nova i sastoji se od tri lamele, prilaz je asfaltiran i poseduje parking mesta u okolini zgrade. Građena je kvalitetno, sa odličnom termičkom izolacijom, materijalima kao što su sanitarije, keramika itd. koji su visokog standarda. Trenutno su u fazi završni zanatski radovi na zgradi iako je veći broj stanova useljen.Prodaje se zbog kupovine stana na drugoj lokaciji. Najavljeno je da će se u blizini zgrade spojiti okretnica za gradski saobraćaj i povezati taj deo naselja kako se ne bi izlazilo na staru okretnicu. Dimenzije na crtežu su orijentacione i služe radi sagledavanja prostornog rasporeda.Mogućnost kupovine putem stambenog kredita. U ovu svrhu agencija može posredovati kod poslovne banke sa kojom ima saradnju.Za sve dodatne informacije, dogovor i zakazivanje gledanja pozvati Agenciju.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vojvode-vlahovica/61444fd5417ba9665f536b6f,44.7617044,20.5028225,7.222030693497755
prodaja,stan,428.000 €,Beograd,Savski Venac,Dedinje,Velisava Vulovica,150m²,,4 sobe,uknjiženo,grejanje na gas,,,2018. godine,prizemlje/3 sprata (nije poslednji sprat),,terase (2),"1 parking mesto, u dvorištu zgrade","1 garažno mesto, u sklopu zgrade","kupatila (2), toaleti (3)",,,,,,,,,"Na Dedinju, novogradnja iz 2018 u ulici Velisava Vulovića prodaje se lep, svetao lux stan, salonske visine u prizemlju sa dvorištem i parking mestom u njemu, takodje i garažom veličine 22m2 koja se doplaćuje 22.000e. Stan je četvorosoban, 150m2, centralno grejanje,  tri mokra čvora, sa jakuzijem i ostavom.  Agencijslka provizija iznosi 2% Reg.br.566 BeostatuS Tel: 064/112-3938",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/velisava-vulovica/60d5f37830c4fe41a85be319,44.763503,20.456781,6.044196718346993
prodaja,stan,71.000 €,Beograd,Novi Beograd,Blok 71,Mileve Marić Ajnštajn,34m²,,1 soba,nije uknjiženo,centralno grejanje,,novo,,1/6 spratova (nije poslednji sprat),ima lift (1),lođa,1 parking mesto,,,namešteno,klima,useljivo,,,,,102374323,"Agencijski ID: 74323, I/VI, klima, lift, nov, novogradnja, fasada nova, parking, stambena zgrada. Odličan I neuseljavan stan,adaptibilan u 1.5,funkcionalan i odmah useljiv u novom kompleksu sa svim pratećim sadržajima. Jovica. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/555-3901 • 060/555-2146 • 011/408-5754. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/mileve-maric-ajnstajn/616ef8ae14c44c6e5f4ef72b,44.7996138,20.3663871,7.447780332468217
prodaja,stan,41.100 €,Beograd,Rakovica opština,Kanarevo Brdo,Slavoljuba Vuksanovića,33m²,,2 sobe,,centralno grejanje,,uobičajeno stanje,,,,,,,,namešteno,,useljivo,,,,,7840,Dvosoban stan na Kanarevom brdu veličine 33m2 u prizemlju stambene zgrade iz 1970. Okružen zelenilom nalazi se na 100m od stajališta autobusa 47 i 48. U mirnom i tihom kraju. U blizini je osnovna škola Ivo Andrić. Stanu pripadaju ostava i podrum. Hrastov parket. Za svaku preporuku.  Agencijska provizija 2%. Kontakt telefon 064 129 79 77. ID oglasa: 7840.,https://www.4zida.rs/prodaja/stanovi/beograd/oglas/slavoljuba-vuksanovica/6197859949cbdd1b6e79fff3,44.7480194,20.4576936,7.7650400845550545
prodaja,stan,204.000 €,Beograd,Voždovac opština,Autokomanda,STADION JNA,78m²,,4 sobe,uknjiženo,centralno grejanje,,novo,2021. godine,3/4 sprata (nije poslednji sprat),ima lift (1),terasa,1 parking mesto,"1 garažno mesto, u sklopu zgrade","kupatilo, toalet",prazno,,,,,,,,"Lux stan u lux novogradnji Stan je dvostrano orijantisan, suncan i svetao sa pogledom ka Hramu i vracarskom platou. Osim izvanrednog kvaliteta gradnje odlikuje ga vrlo funkcionalan raspored. Iz hodnika se ulazi u dnevno trpezariski deo i gostinjski toalet. U izdvojenom spavacem bloku nalaze se dve spavace sobe i kupatilo. Treca spavaca soba dobijena je pregradjivanjem dnevno trpezarijskog dela ispred koga se nalazi terasa.Stanu pripada ostava sa sigurnosnim vratima u nivou garaze. Uz stan se prodaje i parking mesto u garazi po ceni od 18000eura. Vlasnik fizicko lice, moguca kupovina na kredit. Za svaku preporuku!",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/stadion-jna/6193acdd07fc0a30562128d7,44.78869735,20.45915004705886,3.249002830914178
prodaja,stan,75.000 €,Beograd,Zvezdara opština,Vukov Spomenik,Zahumska,34m²,,1 soba,uknjiženo,centralno grejanje,,uobičajeno stanje,,prizemlje/4 sprata (nije poslednji sprat),,,,,,polunamešteno,,useljivo,,,,,7839,"Funkcionalan, svetao, 1.0 stan u prizemlju. Ispred se nalazi zasebno dvorište. Stan se sastoji iz predsoblja, sobe, kuhinje, kupatila. Postavljeni su PVC prozori, laminat, pločice i sigurnosna vrata. Renovirane su elektro i vodovodne instalacije. Izuzetno dobra izolacija zimi. Novo kupatilo. Takodje stan može da se izdaje za 250 evra mesečno.Agencijska provizija 2%. Kontakt telefon 064 129 79 77. ID oglasa: 7839.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zahumska/6193bb4b433d9e6429354bc3,44.8033082,20.4831147,2.627957551336704
prodaja,stan,205.000 €,Beograd,Vračar,Slavija,Kneginje Zorke,64m²,,2 sobe,uknjiženo,centralno grejanje,,uobičajeno stanje,,2/6 spratova (nije poslednji sprat),ima lift (1),terasa,,,,polunamešteno,,useljivo,,,,,7829,"U prilici smo da vam ponudimo 2.0 stan u samom centru Vračara. Stan je okrenut ka dvorištu, tako da je u mirnom kraju. Lako je adaptibilan u 2.5. Nalazi se u samom centru Vračara, na samo par minuta od Slavije, Hrama Svetog Save, pravnog fakulteta i ostalih. Takodje, ima lodju od 6m2. Uradjen je pod i izolacija poda.Agencijska provizija 2%. Kontakt telefon 064 129 79 77. ID oglasa: 7829.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/kneginje-zorke/6184132527055e52c667fb73,44.802248,20.4712022,2.0715103600216773
prodaja,stan,135.000 €,Beograd,Stari Grad opština,Dorćol,Tadeuša Košćuška,44m²,,2 sobe,uknjiženo,centralno grejanje,,novo,,13/14 spratova (nije poslednji sprat),ima lift (1),,,,,polunamešteno,,useljivo,,,,,7827,"U prilici smo da vam ponudimo luksuzan, kompletno renoviran stan na Dorćolu. Zamenjene su vodovodne i elektro-instalacije, podovi, stavljene su nova PVC stolarija i roletne na daljinsko upravljanje. Stan je polunatkriven, urađena je krovna izolacija. Panoramski pogled na K-District, reku i Kalemegdan. Odlična investicija kako za život, tako i za izdavanje.Agencijska provizija 2%. Kontakt 064 129 79 77. ID oglasa: 7827.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/tadeusa-koscuska/61817008eddb330265733ae3,44.8255486,20.455763,0.8560962461950152
prodaja,stan,103.000 €,Beograd,Novi Beograd,Blok 22,Antifašističke borbe,54m²,,2 sobe,uknjiženo,centralno grejanje,,uobičajeno stanje,,7/7 spratova,ima lift (1),"podrum, terasa",,,kupatilo,prazno,"telefon, kablovska, internet, interfon, klima",,,,,,2171,"Funkcionalan dvosoban stan sa mogućnošću adaptacije u dvoiposoban. Ima veliku terasu koja je zastakljena. Lepo je održavan i ne zahteva velika ulaganja. Novija zgrada sa lepo sređenim ulazom, u miranom kraju. Stan je na odličnoj lokaciji, kod Beogradske Arene, TC Ušće, Hotela Hyatt, osnovne škole, 10-te gimnazijie i Crkve Svetoga Simeona Mirotočivog. Uknjižen je i odličan za život ili za rentiranje.  35 Oznaka na mapi pokazuje deo grada , ne i tačan položaj zgrade.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/antifasisticke-borbe/5f7c9eee9c9db077182835d3,44.8133205,20.4243768,2.6272298710712385
prodaja,stan,149.500 €,Beograd,Novi Beograd,Blok 29,Arsenija Carnojevica,65m²,,3 sobe,uknjiženo,centralno grejanje,,renovirano,1972. godine,1. sprat,ima lift (1),terasa,"10 parking mesta, javni parking van zone",,"kupatilo, kuhinja, ostava",namešteno,"kablovska, internet, klima, kuhinjski elementi, ležaj, plakar",,istok,stambeni,,,403,"Uknjižen, potpuno renoviran, odlično pozicioniran, trosoban stan na prestižnoj lokaciji, u neposrednoj blizini Štark Arene (Blok 29), na prvom spratu dobro održavane zgrade sa liftom i centralnim grejanjem, istočno orijentisan.Izuzetno lepo uređen, svetao, funkcionalnog rasporeda, sastoji se od: dnevne sobe sa trpezarijom, spavaće i dečije sobe, kuhinje, degažmana, hodnika, kupatila i ostave.Dnevna soba se nalazi u centralnom delu stana i povezana je sa svim ostalim prostorijama. Dečija soba izlazi na zastakljenu terasu (4m2) koja se prostire celom dužinom sobe. Spavaća soba ima francuski balkon. Ulazni hodnik (10m2) je zajednilki za ovaj i susedni stan i ne ulazi u kvadraturu stana.U stanu je renovirano: kupatilo – granitna keramika, kuhinja – Marazzi pločice, baterije – Grohe, ulazna sigurnosna vrata – Bosal, sobna vrata – medijapan sa poliuretanskom bojom, hrastov parket, prirodni kamen na zidovima, Alu stolarija.Moderan enterijer uz kvalitetno izvedene radove sa vrhunskim materijalima pruža izuzetan komfor.Stan se prodaje sa stvarima, osim tehničkih uređaja, što je uključeno u cenu.Parking van zone, atraktivna lokacija, dobra povezanost sa svim delovima grada, odlična infrastruktura,blizina igrališta, vrtića, osnovne škole, gimnazije, banaka, prodavnica, restorana...Agencijska provizija: 2%.Broj upisa u Registar posrednika: 1378.",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/arsenija-carnojevica/6189c1a0c85dc17b7b06ce25,44.788099,20.2686371,15.26320563615024
prodaja,stan,35.000 €,Beograd,Palilula opština,Padinska Skela,Dejana Smiljkovića,36m²,,1.5 soba,uknjiženo,etažno grejanje,,uobičajeno stanje,,prizemlje/1 sprat (nije poslednji sprat),,terasa,1 parking mesto,,,namešteno,telefon,useljivo,,,,,102448239,"Agencijski ID: 48239, PR/I, telefon, terasa, uknjižen, renoviran, stara gradnja, parking, mogućnost proširenja. Više informacija na: www.beocitynekretnine.rs Agencijska provizija 2%. Telefoni: 060/328-3901 • 060/555-9720 • 011/328-3901. Kontakt van radnog vremena: info@beocitynekretnine.rs",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/dejana-smiljkovica/61a418693e14754f7e1069c3,44.9458688,20.4250169,14.444190102380269
prodaja,stan,118.000 €,Beograd,Zvezdara opština,Konjarnik,Rudo,71m²,,3 sobe,uknjiženo,centralno grejanje,,,1976. godine,8/27 spratova (nije poslednji sprat),ima lift (3),,,,kupatilo,,,,,,,,,"Jedinstven i prelep stan na jednoj od najzdravijih lokacija u Beogradu . Stan potpuno renoviran ( PVC stolarija sa roletnama , vodovodne i kanalizacione instalacije , elektro instalacije , radijatori , nova sobna i ulazna vrata i podovi ) . Panoramski pogled iz svih soba i trpezarije . Perfektno grejanje . Svi internet provajderi u zgradi dostupni . Miran komšiluk . Parkovi i igrališta pored zgrade , veliki parking pored zgrade . Škole i obdaništa na par minuta hoda . Aviv na 5 minuta hoda , Beo centar na 10 minuta hoda. Tramvajska , trolejbuska i autobuska okretnica na 5-10 minuta hoda .  Zgrada je obezbeđena video nadzorom . Zgrada se redovno čisti i održava i to se ne plaća dodatno .",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/rudo/61a48256fe8fe228571e5956,44.7844219,20.512511,5.757537775658121
prodaja,stan,41.000 €,Beograd,Zemun opština,Zemun,Altina,34m²,,1.5 soba,u procesu uknjižavanja,etažno grejanje,,,2014. godine,2. sprat,,terasa,,,,,,useljivo,,,,,,"Jako funkcionalan stan sa jako malom mesečnom režijom oko 5000 dinara. Na 50m od zgrade su dve autobuske linije 81 i 81L kao i beo voz stanica koja je na oko 150m. U neposrednoj blizini su maxi, sunce, pošta, apoteke.... Zgrada je izgrađena 2014 godine a kompletna projektna dokumentacija kao i zahtev za legalizaciju su predati 2016 godine. Sva dokumentacija kao i ugovor o kupovini stana od investitora su dostupni na uvid. Stan je odmah useljiv i nisu potrebna nikakva ulaganja. Vlasnik 1/1",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/altina/61a48ab8487cc74ae25f5490,44.85358905,20.35448931597,9.021792999956716
prodaja,stan,75.000 €,Beograd,Čukarica opština,Čukarica,Zmajevačka,49m²,,2 sobe,uknjiženo,centralno grejanje,,renovirano,1969. godine,1/2 sprata (nije poslednji sprat),,"podrum, terasa",,,,,"telefon, kablovska, internet, interfon",,,,,,4265,"2.0, 49m2(terasa 5.30m2), 1/2, CG, renoviran, interfon, internet, klima, ktv, podrum. U mirnom delu opštine Čukarica nazvanom Žarkovo nalazi se Zmajevačka ulica koja se prostire između ulice Milorada Jovanovića i Vodovodske ulice. U neposrednoj blizini se nalazi kompletna infrastruktura koja je neophodna za lep i ugodan život.U prilici smo da  Vam ponudimo kvalitetan, potpuno renoviran dvosobni stan na prvom  spratu stambene zgrade od dva sprata. Sam stan je dvostrano orijentisan, pogleda na zelenilo, renoviran kvalitetnim materijalima (zamenjena je elektro i vodovodna instalacija, novo kupatilo,  prozori, komarnici,  roletne i parket, centralno grejanje). Sve prostorije su pune svetlosti i sunčane, komforne i vrlo funkcionalno raspoređene.Ova nepokretnost je idealna za klijente koji traže kvalitetan i sređen stan bez dodatnih ulaganja u lepom i mirnom kraju grada.Od prostorija: hodnik, kuhinja sa trpezarijom, dnevni boravak, spavaća sova, kupatilo, terasa.Uknjižena površina 45m2, sa lođom mereno 49,15m2. Brzo useljiv.Kontakt: 065/233 52 60",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/zmajevacka/61a48f5c37bf0d6cb073dd55,44.7621254,20.4072686,7.339728780020618
prodaja,stan,129.000 €,Beograd,Rakovica opština,Stari Košutnjak,Bulevar Patrijarha Pavla,70m²,,3 sobe,uknjiženo,etažno grejanje,,,,visoko prizemlje/3 sprata (nije poslednji sprat),,terasa,,,kupatilo,prazno,telefon,,,,,,112556,"Kompletno i lux renoviran, adaptiran u 3.0, grejne površine 84m2 (jedna lođa je pripojena stanu), terasa od 16m2+dvorište, okružen šumom. Svega 2 zgrade u tom delu Košutnjaka. Ima parking mesta dovoljno. Ima podrum. Grejanje na struju ili čvrsto gorivo po želji, razvedene instalacije u stanu. Za kupce koji žele miran život, van gradske buke. Uknjižen, odmah useljiv. PROSTORIJE: predsoblje, kupatilo, dnevna soba sa trpezarijom, kuhinja, 2 spavaće sobe, terasa 16m2, ostava. agencijska provizija 2%",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/bulevar-patrijarha-pavla/612668bfa6992838a822844a,44.7807764,20.442862,4.272886557937058
prodaja,stan,127.000 €,Beograd,Savski Venac,Banjica,Crnotravska,121m²,,3.5 sobe,uknjiženo,centralno grejanje,,renovirano,,21/23 sprata (nije poslednji sprat),ima lift (2),"prilaz za invalide, podrum, terasa",,,"kupatila (2), kuhinja",,"2 telefonske linije, kablovska, internet, interfon, klima",,,,,,,"Banjica, Crnotravska, 3.5, 121m2, (91m2 + 30m2 terasa), adaptibilan u visesoban, 2 kupatila (u jednom Jacuzzi, u drugom tus kabina sa masazerima), 2 kuhinje (jedna u drvetu, druga letnja), XXI/23, cg, 2 lifta, uknjizen, potpuno srdjen i renoviran, luksuzno opremljen, granitne ploce na terasi, protocni bojler, izuzetno svetao , sa prelepim pogledom, na vise strana. Odlicna, odrzavana zgrada.  Stan za svaku preporuku. 127000e. 063/7709467",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/crnotravska/5fbbb7a80c7cde54da47d2d2,44.7609755,20.4779374,6.539188073663465
prodaja,stan,135.000 €,Beograd,Rakovica opština,Vidikovac,Vidikovački venac,110m²,,3.5 sobe,uknjiženo,centralno grejanje,,,,6/8 spratova (nije poslednji sprat),ima lift (1),"podrum, lođa",,,kupatilo,prazno,telefon,,,,,,1919,"Odličan stan na dobroj lokaciji(miran deo Vidikovca sa dosta zelenila i parkinga). U blizini je škola, vrtić, pijaca, marketi, prevoz. Zgrada je održavana i uredna, stan ima prelep pogled i za svaku je preporuku!PROSTORIJE: predsoblje, kuhinja, trpezarija, dnevna soba, tri spavaće sobe, dva mokra čvora, garderober, lođa, ostavaAgencijska nadoknada iznosi 2%Za više sličnih nekretnina posetite naš sajt https://www.europolisnekretnine.com/",https://www.4zida.rs/prodaja/stanovi/beograd/oglas/vidikovacki-venac/618e86aa81315913642bafc3,44.7382988,20.4258194,9.18213622475052
